record_id,idx,source_idx,split,true_class,v116_candidate_type,v116_generated,true_y,svm_pred,mlp_pred,conformer_pred,svm_good_score,svm_medium_score,svm_bad_score,mlp_good_prob,mlp_medium_prob,mlp_bad_prob,conformer_good_prob,conformer_medium_prob,conformer_bad_prob,sqi_nearest_good_id,sqi_distance,l_detail,l_base
butv116_00242,242,408,test,good,original_but,0,0,good,good,good,0.9078299225866762,0.08849065710223132,0.0036794203110923655,0.8322715357396911,0.14632923341993406,9.313203434174858e-06,0.9800485372543335,0.01973910443484783,0.00021242922230158,,,0.7178852188858602,0.3189805961059969
butv116_00254,254,423,test,good,original_but,0,0,good,good,good,0.9325323216009405,0.06418772906239391,0.0032799493366655217,0.8943094547649759,0.11431592590689804,8.70511748112153e-06,0.9606001377105713,0.03926346078515053,0.00013641985424328595,,,0.6940680768998152,0.40164460468243474
butv116_00258,258,427,test,good,original_but,0,0,good,good,good,0.9122710221981755,0.0839849974815231,0.003743980320301445,0.8603902020058082,0.12769326624908375,8.601579277453189e-06,0.9758274555206299,0.024015353992581367,0.00015717688074801117,,,0.6946674422741167,0.3506063161914265
butv116_00283,283,464,test,good,original_but,0,0,good,good,good,0.8980407001097561,0.09802811122573925,0.003931188664504594,0.8336355747419896,0.14739167128007208,6.165767876406077e-06,0.9370813369750977,0.06266018748283386,0.00025844021001830697,,,0.7069014564825096,0.26155354047598317
butv116_00297,297,489,test,good,original_but,0,0,good,good,good,0.8698999367546462,0.1261056411871304,0.003994422058223485,0.7580609765460014,0.18059067569515488,1.2909987006697018e-05,0.8234638571739197,0.17623503506183624,0.0003011203370988369,,,0.6777663104781162,0.4768054210223476
butv116_00312,312,509,test,good,original_but,0,0,good,good,good,0.9185484702558313,0.0776132960445436,0.0038382336996251537,0.8720465767586003,0.11575609179438222,9.28805656035437e-06,0.9741005301475525,0.02564745582640171,0.00025197590002790093,,,0.6651420282129539,0.25074840273822496
butv116_00313,313,511,test,good,original_but,0,0,good,good,good,0.8670584858707414,0.12923207550080532,0.0037094386284532307,0.7534174017972939,0.19154001122022343,1.206280637284836e-05,0.9676198363304138,0.03220285847783089,0.00017723842756822705,,,0.6655260785440469,0.4390468170814515
butv116_00314,314,513,test,good,original_but,0,0,good,good,good,0.8746529483311065,0.12152149776532806,0.003825553903565314,0.7700360357345312,0.17634101504448693,1.2143130888501349e-05,0.9768573045730591,0.022839447483420372,0.00030329159926623106,,,0.6595491733475708,0.36617427623219145
butv116_00324,324,524,test,good,original_but,0,0,good,good,good,0.8870349992605657,0.10884627974627614,0.004118720993157999,0.8139364033978669,0.1415281685600212,1.2623585336194717e-05,0.8760800361633301,0.12350384891033173,0.0004161661199759692,,,0.6878259753876503,0.29472888209187675
butv116_00327,327,528,test,good,original_but,0,0,good,good,good,0.910781848207349,0.08564779939251284,0.003570352400138081,0.8402668692396844,0.14000448873148297,9.8907143721415e-06,0.9709257483482361,0.02887159399688244,0.00020262631005607545,,,0.6781619044280532,0.21504773508411906
butv116_00338,338,540,test,good,original_but,0,0,good,good,good,0.8606957591679937,0.13503634304913972,0.00426789778286658,0.7432048395105181,0.19207994537390904,7.245460621213808e-06,0.9330208897590637,0.06671595573425293,0.00026320962933823466,,,0.6826160006108476,0.27427079904891194
butv116_00340,340,542,test,good,original_but,0,0,good,good,good,0.8952718014557215,0.10090399672175655,0.003824201822521846,0.8507969785406001,0.1424433670781618,5.62459910884158e-06,0.9590111970901489,0.04081536456942558,0.0001733977987896651,,,0.707819417796502,0.3594663592264063
butv116_00365,365,575,test,good,original_but,0,0,good,good,good,0.9173800875307364,0.07941739606515302,0.003202516404110811,0.8372221861333886,0.14687542248844804,1.240784535157361e-05,0.9610567688941956,0.03868098556995392,0.00026223022723570466,,,0.6907497727078881,0.3068174747934623
butv116_00391,391,613,test,good,original_but,0,0,good,good,good,0.9195247686791159,0.07702067219801931,0.0034545591228645374,0.8743141093512704,0.11504918971833784,1.285719336453317e-05,0.9548211693763733,0.04498988762497902,0.00018894660752266645,,,0.6978032825845848,0.273577870721833
butv116_00404,404,629,test,good,original_but,0,0,good,good,good,0.882216614084505,0.11368169229610071,0.004101693619394246,0.7837376725725466,0.16905513563348507,8.068321260945992e-06,0.9707710146903992,0.029018808156251907,0.00021011829085182399,,,0.6924273007298999,0.3275136527818092
butv116_00411,411,638,test,good,original_but,0,0,good,good,good,0.8095351306093894,0.18503053810855935,0.005434331282051435,0.6991595337701847,0.18773629257834318,1.2044985171326267e-05,0.9772219657897949,0.022512294352054596,0.0002656944561749697,,,0.6810058729672024,0.22805463398423598
butv116_00441,441,681,test,good,original_but,0,0,good,good,good,0.9447095862598853,0.05246650072466579,0.0028239130154487724,0.920780311679231,0.08072817073046068,3.4436458849884534e-05,0.9909152388572693,0.008949638344347477,0.00013512556324712932,,,0.7320595826870363,0.40433937407407056
butv116_00450,450,694,test,good,original_but,0,0,good,good,good,0.8975472068605312,0.09983069671403814,0.0026220964254304695,0.8650281942505532,0.12294250249973843,6.18659317683406e-05,0.9928251504898071,0.007039744406938553,0.00013515868340618908,,,0.7275147941004385,0.6346469222084543
butv116_00451,451,695,test,good,original_but,0,0,good,good,good,0.8991052862997609,0.09742551876745367,0.003469194932785465,0.8261079756295984,0.16074301235547278,8.237106490399675e-06,0.9934614896774292,0.00640780059620738,0.00013073183072265238,,,0.7297392260128728,0.4580005899097286
butv116_00455,455,701,test,good,original_but,0,0,good,good,good,0.919185088671491,0.07779117637904229,0.003023734949466925,0.8658214935846664,0.13266640042778452,1.6574292995692596e-05,0.9958567023277283,0.00398988975211978,0.00015335918578784913,,,0.7153508404951905,0.5321527112097244
butv116_00456,456,703,test,good,original_but,0,0,good,good,good,0.8651624403527796,0.13165062300795927,0.0031869366392609246,0.7962173464432456,0.16800868748248227,2.9097931701018375e-05,0.9918742775917053,0.007986306212842464,0.00013940072676632553,,,0.7273749557664307,0.597210556752384
butv116_00464,464,712,test,good,original_but,0,0,good,good,good,0.9108061954507338,0.0859779169607185,0.0032158875885476804,0.849021858077023,0.14304656088703338,1.3066693095072485e-05,0.9918123483657837,0.008074373006820679,0.00011322757200105116,,,0.7311713562483404,0.5401904030087348
butv116_00468,468,717,test,good,original_but,0,0,good,good,good,0.9330235368182296,0.06398775550285755,0.002988707678913152,0.9096791664328565,0.09322683668477925,2.9995589171841136e-05,0.994045078754425,0.005790631752461195,0.00016433681594207883,,,0.7120666945872726,0.5434161558223237
butv116_00508,508,770,test,good,original_but,0,0,good,good,good,0.9152821566555349,0.08185186637087878,0.0028659769735865604,0.8674351116541086,0.1250262741030103,3.153939959693923e-05,0.9920713305473328,0.007823199033737183,0.00010544220276642591,,,0.7119665830757991,0.6053311856903996
butv116_00513,513,778,test,good,original_but,0,0,good,good,good,0.914563584476362,0.08248961691344531,0.002946798610192953,0.8571260347002098,0.1373564929021415,2.045503992674041e-05,0.9901780486106873,0.009659168310463428,0.0001627822930458933,,,0.7270355238230267,0.43096168931999307
butv116_00518,518,783,test,good,original_but,0,0,good,good,good,0.838194310287823,0.15804313641902648,0.0037625532931505157,0.7443571813659674,0.19191848302917422,1.9801843603167867e-05,0.9901751279830933,0.009676020592451096,0.00014882640971336514,,,0.6978423167525288,0.6081195114221923
butv116_00521,521,787,test,good,original_but,0,0,good,good,good,0.8628134753469909,0.13355957468620036,0.0036269499668086197,0.7793843037604425,0.17062273394328087,1.9019070945589286e-05,0.992238461971283,0.007595967035740614,0.00016556786431465298,,,0.7169730353109354,0.5050285508186748
butv116_00536,536,868,test,good,original_but,0,0,medium,good,good,0.38727310606338083,0.6113306204522592,0.0013962734843598313,0.6468025381007442,0.39524013604864766,0.004844873157009399,0.5907994508743286,0.40885496139526367,0.000345566775649786,,,0.5532839952203743,2.071420816971845
butv116_00547,547,892,test,good,original_but,0,0,good,good,good,0.6327370930203754,0.36381014354690355,0.0034527634327210315,0.6364521815769317,0.29491276848335124,0.00017194574161856778,0.9805561900138855,0.019091319292783737,0.0003525677020661533,,,0.7072521518873852,0.8840592134961243
butv116_00568,568,921,test,good,original_but,0,0,good,good,good,0.8972230429253178,0.09963837316172702,0.003138583912955013,0.8318392325639968,0.13360727516716006,3.985676020753391e-05,0.9908706545829773,0.008980813436210155,0.00014848522550892085,,,0.6963280457584242,0.5354146619154173
butv116_00596,596,1012,test,good,original_but,0,0,good,good,good,0.8610204217281325,0.13439890809203078,0.004580670179836553,0.8321267885054257,0.11428134575315645,2.176697507840322e-05,0.9954138994216919,0.0044334460981190205,0.00015262726810760796,,,0.6979553620705682,0.24043451981616754
butv116_00605,605,1041,test,good,original_but,0,0,good,good,good,0.822790767287604,0.17238207174423315,0.004827160968162663,0.7475967131626483,0.1676368017671704,1.1682484491180879e-05,0.9938955903053284,0.0059289042837917805,0.00017547256720717996,,,0.6985093821419074,0.26340257765735914
butv116_00608,608,1044,test,good,original_but,0,0,good,good,good,0.9202482492653948,0.07633959079144012,0.003412159943165128,0.9110387385641734,0.08975483089513628,1.4403226740077906e-05,0.9967573285102844,0.0030540660955011845,0.00018858839757740498,,,0.7238165665035827,0.2986164844558452
butv116_00609,609,1045,test,good,original_but,0,0,good,good,good,0.8998416408178712,0.09738817356684934,0.002770185615279505,0.8135993698164624,0.18098477816368322,1.1359735894611985e-05,0.9934186935424805,0.0064059291034936905,0.0001754044060362503,,,0.6729078900409434,0.5724002622979553
butv116_00612,612,1050,test,good,original_but,0,0,good,good,good,0.5755768356339745,0.4212113770629056,0.0032117873031197453,0.5808684739174377,0.34861098152430187,7.715471126967705e-05,0.9890061616897583,0.01085264328867197,0.000141105629154481,,,0.6834580609365469,0.7612851861304598
butv116_00618,618,1058,test,good,original_but,0,0,good,good,good,0.9122785811657544,0.08451282130005638,0.0032085975341894207,0.8804483091896531,0.12035557879025514,1.3420296849242e-05,0.9980272650718689,0.0018464236054569483,0.00012617568427231163,,,0.7383343402036142,0.24859247097071768
butv116_00626,626,1069,test,good,original_but,0,0,good,good,good,0.8911603034125879,0.10487569039703847,0.003964006190373657,0.851304165221158,0.12514892502396255,1.0583435908452604e-05,0.9944579601287842,0.005396008025854826,0.00014604011084884405,,,0.6862877906579452,0.24475220066402137
butv116_00628,628,1073,test,good,original_but,0,0,good,good,good,0.9050726448801916,0.09150128169114642,0.003426073428661941,0.8620781027595836,0.1314647486921703,8.899498178590063e-06,0.995148241519928,0.004672560375183821,0.00017919312813319266,,,0.683384588222484,0.31574327068580543
butv116_00673,673,1140,test,good,original_but,0,0,good,good,good,0.8283774500560238,0.16795510722363396,0.0036674427203422936,0.7436501035545411,0.19979907219304707,1.180657851859028e-05,0.9979567527770996,0.0019194602500647306,0.00012371256889309734,,,0.7236171036052355,0.26060981986956205
butv116_00696,696,1175,test,good,original_but,0,0,good,good,good,0.8897131716600465,0.106380180339292,0.0039066480006613,0.8385398064341063,0.12405211607244,2.0216505931392593e-05,0.9925647974014282,0.007267443463206291,0.0001678361149970442,,,0.6772281933350066,0.3093648176768431
butv116_00699,699,1178,test,good,original_but,0,0,good,good,good,0.9119901929710188,0.08444151662119634,0.0035682904077850024,0.9045610166190866,0.10217577553598707,9.74024249767847e-06,0.9940861463546753,0.005730696488171816,0.00018305274716112763,,,0.6882935379699429,0.2183482256730245
butv116_00734,734,1236,test,good,original_but,0,0,good,good,good,0.9267366678068797,0.0700967707180754,0.0031665614750445315,0.884975513105413,0.11391538647195043,1.679905193105722e-05,0.9947492480278015,0.0050942180678248405,0.00015649644774384797,,,0.7070716866810035,0.31373829208511506
butv116_00771,771,1281,test,good,original_but,0,0,good,good,good,0.9006388009827153,0.09542792854138255,0.003933270475902288,0.8461098604158248,0.12117846619207735,1.7355527048988954e-05,0.995322048664093,0.004461817443370819,0.0002162321179639548,,,0.6704967447170177,0.34919264372703124
butv116_00779,779,1293,test,good,original_but,0,0,good,good,good,0.9449721965007868,0.051770497394628696,0.0032573061045846675,0.9228307171545639,0.0782903949373377,2.270746641628877e-05,0.9951769113540649,0.004633988719433546,0.00018911162624135613,,,0.6768788167413304,0.27297754038750405
butv116_00801,801,1329,test,good,original_but,0,0,good,good,good,0.8455521976862684,0.149822205707423,0.004625596606308697,0.7632888702770074,0.158056427220174,1.7027954310440765e-05,0.9880317449569702,0.011820382438600063,0.00014785563689656556,,,0.6721359419938395,0.3849026347756268
butv116_00817,817,1357,test,good,original_but,0,0,good,good,good,0.9082613079731261,0.08760337506017345,0.004135316966700375,0.9339192034151914,0.07503394303457595,9.112784482125106e-06,0.9977086782455444,0.0021302958484739065,0.00016099751519504935,,,0.686014520786162,0.27190521648728694
butv116_00819,819,1359,test,good,original_but,0,0,good,good,good,0.9268520965289433,0.06931832650840582,0.0038295769626508283,0.923402931066691,0.07590411930735451,1.3374564661448962e-05,0.9931344985961914,0.006712472997605801,0.00015296097262762487,,,0.7191671375372921,0.249963272519048
butv116_00820,820,1360,test,good,original_but,0,0,good,good,good,0.5356196706737418,0.4639029372160549,0.00047739211020323514,0.7314170865149031,0.1929347347931875,0.00033213626516746873,0.5319519639015198,0.46792057156562805,0.00012745136336889118,,,1.2731378216050395,1.817047828699913
butv116_00843,843,1394,test,good,original_but,0,0,good,good,good,0.9258114408321143,0.07062873823472204,0.003559820933163927,0.9600686995194306,0.05769606146794079,1.5257694482603693e-05,0.9974830746650696,0.0023725545033812523,0.00014434872718993574,,,0.7026387060408881,0.3993392038034882
butv116_00844,844,1396,test,good,original_but,0,0,good,good,good,0.9082971499861915,0.08781676682514064,0.0038860831886679595,0.9595330460482367,0.0597644712244272,1.0373018899401492e-05,0.9967572093009949,0.003109738929197192,0.0001330809755017981,,,0.7235134163723403,0.19480217471463301
butv116_00866,866,1423,test,good,original_but,0,0,good,good,good,0.9341050456127338,0.06241954721650943,0.003475407170756651,0.922293399586855,0.08386163182511526,1.593077643265164e-05,0.996412456035614,0.003436109982430935,0.00015147263184189796,,,0.7018877160304335,0.34765036758853846
butv116_00902,902,1472,test,good,original_but,0,0,medium,good,good,0.43598978915592906,0.5592351268753454,0.004775083968725425,0.6470210228735325,0.36351525171903215,0.019735940582689543,0.9743731021881104,0.025267330929636955,0.0003596229653339833,,,0.6337468588080283,1.3208190876672707
butv116_00921,921,1499,test,good,original_but,0,0,good,good,good,0.9330096238934572,0.06367635541502116,0.0033140206915216004,0.9368597931509179,0.07744525001332675,1.1367306931960072e-05,0.9972315430641174,0.0026531738694757223,0.00011534751683939248,,,0.7246798913569558,0.3302175512428519
butv116_00926,926,1504,test,good,original_but,0,0,good,good,good,0.9395436472325599,0.05822699595979555,0.002229356807644781,0.8879599972968474,0.1258752769822521,5.329482673283901e-05,0.9926902651786804,0.007144554518163204,0.00016515962488483638,,,0.6876307835041289,0.7763579189896331
butv116_00928,928,1506,test,good,original_but,0,0,good,good,good,0.9370326249710593,0.05938023868757016,0.003587136341370539,0.9190144726729734,0.08072655141383141,2.077264471486853e-05,0.9977425336837769,0.00211531319655478,0.00014210128574632108,,,0.7129158332516091,0.33899722242146674
butv116_00930,930,1508,test,good,original_but,0,0,good,good,good,0.9173555557863953,0.07934807169358728,0.003296372520017375,0.9646864365126191,0.06296482557240474,1.2800300778113758e-05,0.9978911280632019,0.0019241687841713428,0.00018478369747754186,,,0.7284400007229755,0.39762130796371037
butv116_00938,938,1522,test,good,original_but,0,0,good,good,good,0.892312870496361,0.10541903908551577,0.002268090418123231,0.8323345585712458,0.16381474908814617,7.695708400406488e-05,0.9951606392860413,0.004709659144282341,0.00012972112745046616,,,0.6600116882766646,0.8416521754401575
butv116_00945,945,1531,test,good,original_but,0,0,good,good,good,0.9391003377912074,0.0574185609989689,0.003481101209823761,0.903613744435251,0.089024463836286,1.9688841095476933e-05,0.9951323866844177,0.004735322203487158,0.00013231222692411393,,,0.6958787606042455,0.3314914750373227
butv116_00946,946,1532,test,good,original_but,0,0,good,good,good,0.5378952789411897,0.4541237642079914,0.007980956850818961,0.7051566352318603,0.2606657068213504,0.009082330995130169,0.9301817417144775,0.06926054507493973,0.0005576381227001548,,,0.7010013516746973,1.2534009936751729
butv116_00950,950,1539,test,good,original_but,0,0,medium,good,good,0.317037688136189,0.6777032748119469,0.005259037051864258,0.6133856193062838,0.39596390825391586,0.03994336651003155,0.9660739898681641,0.03370979055762291,0.00021620742336381227,,,0.6907359809315133,1.4115754956725508
butv116_00957,957,1546,test,good,original_but,0,0,medium,medium,medium,0.37755001056820636,0.6220301936034445,0.0004197958283493018,0.5418135557494329,0.5491701743782271,0.0011478790809796107,0.21073496341705322,0.7890031337738037,0.0002619039732962847,,,0.4554147573007016,2.2786900884920462
butv116_00962,962,1554,test,good,original_but,0,0,medium,good,good,0.3679154201845607,0.6313614692592249,0.0007231105562143172,0.5702227174187601,0.5224541558958657,0.001073139984225846,0.7520565986633301,0.24723456799983978,0.0007087815320119262,,,0.4864838990175802,2.2322090633098393
butv116_00963,963,1555,test,good,original_but,0,0,medium,good,good,0.4779165394238754,0.5182063251552964,0.00387713542082796,0.548105047663297,0.42894036313885464,0.0011944751373193015,0.9886555671691895,0.011152534745633602,0.00019185170822311193,,,0.6938614320911811,1.255153513677889
butv116_00972,972,1571,test,good,original_but,0,0,good,good,good,0.9253046702540884,0.07143436076452614,0.0032609689813852902,0.9105924104602858,0.10130087873017693,7.892883004204306e-06,0.9969210624694824,0.0029423029627650976,0.0001367130462313071,,,0.7231239739603714,0.4208819978400393
butv116_00988,988,1600,test,good,original_but,0,0,good,good,good,0.8262202240213847,0.17028913202364254,0.003490643954972658,0.7406869905284514,0.20207604785833513,1.7444309800162782e-05,0.9937445521354675,0.006110711954534054,0.00014472994371317327,,,0.7131110704089603,0.5574891671559281
butv116_00989,989,1601,test,good,original_but,0,0,good,good,good,0.7720053631648507,0.22472950712382767,0.003265129711321717,0.7036788710890576,0.23513513431057267,2.9441547557029918e-05,0.9945068955421448,0.005378401838243008,0.00011459022789495066,,,0.7125588213189766,0.6923658557636108
butv116_00990,990,1602,test,good,original_but,0,0,good,good,good,0.701158487206768,0.2967062636950832,0.0021352490981487024,0.6760987266947988,0.32660770125783556,7.308173164798108e-05,0.96187424659729,0.03759606182575226,0.0005297057796269655,,,0.8504881405449042,0.5765733566717599
butv116_00995,995,1607,test,good,original_but,0,0,good,good,good,0.9111626944189554,0.085465527948646,0.003371777632398584,0.8739536926906603,0.12647575256492669,9.840946505217967e-06,0.9942617416381836,0.0055100698955357075,0.00022819859441369772,,,0.7077240863127472,0.27751511288057085
butv116_01000,1000,1617,test,good,original_but,0,0,medium,good,good,0.39808201538021676,0.5985467195811864,0.003371265038597081,0.5703698691953403,0.3817382053538136,0.002803579025474574,0.9790663123130798,0.02069757878780365,0.00023607976618222892,,,0.6212438756556389,1.1335539713385288
butv116_01008,1008,1628,test,good,original_but,0,0,good,good,good,0.8882185024155166,0.10886487044821706,0.002916627136266396,0.8117628038392994,0.16683338957121469,1.818203202167616e-05,0.9832826852798462,0.01653403975069523,0.00018324068514630198,,,0.7159533081288308,0.5298542816218944
butv116_01010,1010,1630,test,good,original_but,0,0,medium,medium,good,0.21401220377735705,0.7841467478807254,0.0018410483419175016,0.48824393693991625,0.5313369717070503,0.012322173049450484,0.9719765782356262,0.027818435803055763,0.0002049685426754877,,,0.6156966694286495,1.641709476360366
butv116_01016,1016,1638,test,good,original_but,0,0,good,good,good,0.6091292244301424,0.38695371786314686,0.0039170577067108685,0.6577643066722839,0.24483768217485108,0.0001400212777513812,0.9684929847717285,0.03133001923561096,0.00017702841432765126,,,0.6719623825765593,0.9095652854807839
butv116_01022,1022,1646,test,good,original_but,0,0,good,good,good,0.7761534033782391,0.2211184060674613,0.0027281905542990985,0.6838707293298768,0.2762026458660796,2.6973990441345998e-05,0.9946699738502502,0.005217384546995163,0.00011264541535638273,,,0.7441147481787941,0.5413485185598885
butv116_01045,1045,1675,test,good,original_but,0,0,good,good,good,0.6692300035854097,0.32793786243970546,0.002832133974884794,0.6895340551914804,0.2570843885786022,9.989030285707024e-05,0.9919559955596924,0.007916606962680817,0.00012739625526592135,,,0.7723273837800536,0.698394462372121
butv116_01047,1047,1677,test,good,original_but,0,0,good,good,good,0.9154924568762624,0.08169879674927508,0.002808746374462579,0.8669413564025422,0.14529946722142922,9.501872013115219e-06,0.996550440788269,0.003318080911412835,0.00013149547157809138,,,0.755258755544547,0.3491219807971753
butv116_01072,1072,1707,test,good,original_but,0,0,medium,good,good,0.27331742666444203,0.7261778678322106,0.0005047055033471454,0.6415458326221942,0.5066792647845445,0.0026727803854592926,0.8595501780509949,0.1401887983083725,0.000260966713540256,,,0.6454386337527925,2.204392647579442
butv116_01080,1080,1715,test,good,original_but,0,0,medium,good,good,0.36686071273831566,0.6322948993952165,0.0008443878664678097,0.589517257844922,0.5286150994553629,0.0011981004546690723,0.7724076509475708,0.2273794561624527,0.000212878396268934,,,0.48107442891699137,2.20347469306651
butv116_01092,1092,1733,test,good,original_but,0,0,medium,medium,good,0.3233912066403604,0.6756772413168387,0.0009315520428008244,0.4782494699370917,0.5523102526424665,0.0014627292973906148,0.9034919142723083,0.09632473438978195,0.0001833529822761193,,,0.5670347996704331,2.015441808778085
butv116_01097,1097,1743,test,good,original_but,0,0,medium,medium,good,0.23355338086820804,0.76574221724107,0.0007044018907223086,0.5397496424875571,0.5616684433425648,0.0012033566323845168,0.8678068518638611,0.1318463534116745,0.00034677129588089883,,,0.662851197607757,1.6560795627893439
butv116_01100,1100,1748,test,good,original_but,0,0,good,good,good,0.5782753382494152,0.41847503578944223,0.0032496259611426437,0.6209957837398822,0.35031586755564165,0.00019297383100021708,0.9920831918716431,0.007807142101228237,0.00010963610839098692,,,0.6937045380077763,0.9811734222006723
butv116_01102,1102,1751,test,good,original_but,0,0,good,good,good,0.9261642292434571,0.07129644753214814,0.002539323224394806,0.8935427710705082,0.11163168384568073,1.762808958999709e-05,0.996113657951355,0.0037771970964968204,0.00010914999438682571,,,0.7185810298006069,0.4510261571368094
butv116_01105,1105,1755,test,good,original_but,0,0,good,good,good,0.8559520434355744,0.14119318479874968,0.002854771765676283,0.7596047318194032,0.21830072988177004,1.5134510261722579e-05,0.9959132075309753,0.003957158420234919,0.00012967594375368208,,,0.7382986624118165,0.4969421533518398
butv116_01112,1112,1763,test,good,original_but,0,0,good,good,good,0.766271933070905,0.231458979685654,0.0022690872434408325,0.7320337273212202,0.249417270665888,5.8322029893548704e-05,0.9929348826408386,0.006893204525113106,0.00017189719073940068,,,0.7226842427615541,0.776308870596719
